fec_id,name,state,district,party,office,incumbent_challenge,candidate_status,bioguide_id,ballotpedia_id,govtrack_id,twitter_name,partisan_score_twitter,partisan_score_nominate,partisan_score_govtrack
H0TX32053,"PENNIE, DEMETRICK TRE DR.",TX,30,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2VA10158,"PERCLE, CLAY",VA,10,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA
H2FL27063,"PEREZ, JANELLE",FL,27,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA
H2AK00192,"PEREZ, JULIO",AK,0,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2TX27299,"PEREZ, MACLOVIO MR JR",TX,27,DEMOCRATIC PARTY,House,Challenger,P,NA,Maclovio_Perez_Jr.,NA,macloviop,NA,NA,NA
H2TX27299,"PEREZ, MACLOVIO MR JR",TX,27,DEMOCRATIC PARTY,House,Challenger,P,NA,Maclovio_Perez_Jr.,NA,mac4congress,NA,NA,NA
H6TX29114,"PEREZ, N RUBEN",TX,37,LIBERTARIAN PARTY,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA
H2ME02188,"PERKINS, MICHAEL HONORABLE",ME,2,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA
H6CO07023,"PERLMUTTER, EDWIN G",CO,7,DEMOCRATIC PARTY,House,Incumbent,P,P000593,NA,412192,repperlmutter,0.46138185305942275,NA,0.4394461513338944
H2FL12099,"PERRAS, BRIAN",FL,12,REPUBLICAN PARTY,House,Challenger,P,NA,Brian_Perras,NA,bperras12,0.3779369286849237,NA,NA
H2FL23161,"PERRONE, MYLES",FL,23,REPUBLICAN PARTY,House,Challenger,P,NA,Myles_Perrone,NA,NA,NA,NA,NA
H2CA37312,"PERRY, JAN",CA,37,DEMOCRATIC PARTY,House,Open seat,P,NA,NA,NA,NA,NA,NA,NA
H2PA04135,"PERRY, SCOTT",PA,10,REPUBLICAN PARTY,House,Incumbent,C,P000605,Scott_Perry,412569,patriotsperry,0.5212308775995563,0.673,0.6617470462030657
H2PA04135,"PERRY, SCOTT",PA,10,REPUBLICAN PARTY,House,Incumbent,C,P000605,Scott_Perry,412569,repscottperry,0.5212308775995563,0.673,0.6617470462030657
H2CA14212,"PETERS, JAMES ANDREW MR. JR",CA,14,DEMOCRATIC PARTY,House,Open seat,N,NA,James_Peters_(California),NA,peters2022ffof,0.37417872591944124,NA,NA
H0NV04023,"PETERS, SAMUEL JAMES MR",NV,4,REPUBLICAN PARTY,House,Challenger,P,NA,Sam_Peters,NA,sampetersnevada,0.35903228582282387,NA,NA
H2CA52089,"PETERS, SCOTT",CA,50,DEMOCRATIC PARTY,House,Incumbent,C,P000608,Scott_Peters,412523,repscottpeters,0.4684595354583242,0.184,0.3712307628476418
H2CA52089,"PETERS, SCOTT",CA,50,DEMOCRATIC PARTY,House,Incumbent,C,P000608,Scott_Peters,412523,scottpeterssd,0.4684595354583242,0.184,0.3712307628476418
H2CA52089,"PETERS, SCOTT",CA,50,DEMOCRATIC PARTY,House,Incumbent,C,P000608,Scott_Peters,412523,scottpetersca50,0.4684595354583242,0.184,0.3712307628476418
H2IL16131,"PETERS, WALT",IL,16,REPUBLICAN PARTY,House,Open seat,C,NA,Walt_Peters,NA,waltforcongress,NA,NA,NA
H2UT04114,"PETERSEN, JONATHAN L.",UT,4,WRITE-IN,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2CA39185,"PETERSON, ARTHUR LAVERNE DR",CA,39,REPUBLICAN PARTY,House,Challenger,N,NA,Art_Peterson,NA,NA,NA,NA,NA
H6CA01202,"PETERSON, DAVID",CA,3,DEMOCRATIC PARTY,House,Challenger,N,NA,David_Peterson,NA,petersonforca,0.30161226678404096,NA,NA
H2NJ07218,"PETERSON, ERIK",NJ,7,REPUBLICAN PARTY,House,Challenger,C,NA,Erik_Peterson_(New_Jersey),NA,njasmpeterson,NA,NA,NA
H2LA02131,"PETERSON, KAREN CARTER",LA,2,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2ID01192,"PETERSON, KAYLEE JADE",ID,1,DEMOCRATIC PARTY,House,Challenger,N,NA,Kaylee_Peterson,NA,NA,NA,NA,NA
H2MS04324,"PETERSON, KIDRON",MS,4,REPUBLICAN PARTY,House,Challenger,N,NA,Kidron_Peterson,NA,NA,NA,NA,NA
H2MI05184,"PETERSON, NORMAN M.",MI,5,LIBERTARIAN PARTY,House,Challenger,N,NA,Norman_Peterson,NA,NA,NA,NA,NA
H8CO07045,"PETTERSEN, BRITTANY LOUISE",CO,7,DEMOCRATIC PARTY,House,Incumbent,C,P000620,Brittany_Pettersen,456886,brittanyp333,0.5122264947790878,0.274,0.37867866648697046
H8CO07045,"PETTERSEN, BRITTANY LOUISE",CO,7,DEMOCRATIC PARTY,House,Incumbent,C,P000620,Brittany_Pettersen,456886,pettersen4co,0.5122264947790878,0.274,0.37867866648697046
H2KY06209,"PETTEYS, DEREK",KY,6,REPUBLICAN PARTY,House,Challenger,N,NA,Derek_Leonard_Petteys,NA,liberty4ky,NA,NA,NA
H2WI03122,"PFAFF, BRAD",WI,3,DEMOCRATIC PARTY,House,Open seat,P,NA,Brad_Pfaff,NA,pfaff4congress,0.46430390289393086,NA,NA
H2WI03122,"PFAFF, BRAD",WI,3,DEMOCRATIC PARTY,House,Open seat,P,NA,Brad_Pfaff,NA,senbradpfaff,0.46430390289393086,NA,NA
H2IL16099,"PFAFF, TERESA MARIE",IL,17,REPUBLICAN PARTY,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA
H0TX11230,"PFLUGER, AUGUST LEE II",TX,11,REPUBLICAN PARTY,House,Incumbent,C,P000048,August_Pfluger,456846,reppfluger,0.6116493629316747,0.662,0.30519800862191726
H0TX11230,"PFLUGER, AUGUST LEE II",TX,11,REPUBLICAN PARTY,House,Incumbent,C,P000048,August_Pfluger,456846,augustpfluger,0.6116493629316747,0.662,0.30519800862191726
H2CA45208,"PHAM, LONG",CA,45,REPUBLICAN PARTY,House,Challenger,N,NA,Long_Pham_(California),NA,NA,NA,NA,NA
H2CA45125,"PHAN WEST, AMY",CA,47,REPUBLICAN PARTY,House,Challenger,P,NA,Amy_Phan_West,NA,amyphanwest,0.7612776924335364,NA,NA
H2CA45125,"PHAN WEST, AMY",CA,47,REPUBLICAN PARTY,House,Challenger,P,NA,Amy_Phan_West,NA,amywest45342773,0.7612776924335364,NA,NA
H2AK00531,"PHELPS, ANDREW H.",AK,0,NONPARTISAN,House,Open seat,N,NA,Andrew_Phelps,NA,NA,NA,NA,NA
H2AK00531,"PHELPS, ANDREW H.",AK,0,NONPARTISAN,House,Open seat,N,NA,Andrew_Halcro,NA,andrewhalcro,NA,NA,NA
H0FL15070,"PHILIPPE, JESSE",FL,15,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA
H2TX08240,"PHILIPS, MIKE",TX,8,REPUBLICAN PARTY,House,Open seat,N,NA,Mike_Philips_(Texas),NA,meetmikephilips,NA,NA,NA
H2MI87018,"PHILLIP, JOSEPH",MI,87,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H8MN03143,"PHILLIPS, DEAN",MN,3,DEMOCRATIC-FARMER-LABOR,House,Incumbent,C,P000616,NA,412790,deanbphillips,NA,0.276,0.21921666312442767
H8MN03143,"PHILLIPS, DEAN",MN,3,DEMOCRATIC-FARMER-LABOR,House,Incumbent,C,P000616,NA,412790,repdeanphillips,NA,0.276,0.21921666312442767
H2OR01265,"PHILLIPS, G. SCOTT",OR,1,DEMOCRATIC PARTY,House,Challenger,C,NA,Scott_Phillips_(Oregon),NA,scottphillipsx1,NA,NA,NA
H6NY22098,"PHILLIPS, GEORGE",NY,24,REPUBLICAN PARTY,House,Open seat,N,NA,George_Phillips_(New_York),NA,NA,NA,NA,NA
H2CA12166,"PHILLIPS, JEFFREY ALAN",CA,11,DEMOCRATIC PARTY,House,Challenger,C,NA,Jeffrey_Phillips_(California),NA,11thjeff,NA,NA,NA
H0NC06266,"PICHARDO, LAURA",NC,6,REPUBLICAN PARTY,House,Challenger,C,NA,Laura_Pichardo,NA,laurapichardonc,0.3584491371901438,NA,NA
H2CA27255,"PIERCE, MARK",CA,27,REPUBLICAN PARTY,House,Challenger,N,NA,Mark_Pierce_(California),NA,NA,NA,NA,NA
H2IL14086,"PIERCE, MICHAEL DAVID",IL,11,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2MN01306,"PIERSON, NELS MR",MN,1,REPUBLICAN PARTY,House,Open seat,C,NA,Nels_Pierson,NA,NA,NA,NA,NA
H2NJ02250,"PIGNATELLI, SEAN",NJ,2,REPUBLICAN PARTY,House,Challenger,N,NA,Sean_Pignatelli,NA,NA,NA,NA,NA
H0NJ10133,"PINCKNEY, DAVID",NJ,10,REPUBLICAN PARTY,House,Challenger,N,NA,David_Pinckney,NA,NA,NA,NA,NA
H0MD01224,"PINGLEY, JENNIFER",MD,1,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H8ME01120,"PINGREE, CHELLIE M",ME,1,DEMOCRATIC PARTY,House,Incumbent,C,P000597,Chellie_Pingree,412307,chelliepingree,0.674068132478766,0.419,0.6488617424217547
H8ME01120,"PINGREE, CHELLIE M",ME,1,DEMOCRATIC PARTY,House,Incumbent,C,P000597,Chellie_Pingree,412307,pingreeforme,0.674068132478766,0.419,0.6488617424217547
H2SC01077,"PIPER-LOOMIS, LYNZ",SC,1,REPUBLICAN PARTY,House,Challenger,P,NA,Lynz_Piper-Loomis,NA,lynzpiperloomis,0.4775370260965187,NA,NA
H2IL01380,"PIPPION MCGRIFF, NYKEA",IL,1,DEMOCRATIC PARTY,House,Open seat,P,NA,Nykea_Pippion_McGriff,NA,justnykea,NA,NA,NA
H2IL01380,"PIPPION MCGRIFF, NYKEA",IL,1,DEMOCRATIC PARTY,House,Open seat,P,NA,Nykea_Pippion_McGriff,NA,nykea4congress,NA,NA,NA
H2MD03184,"PITOCCO, ANTONIO",MD,3,REPUBLICAN PARTY,House,Challenger,P,NA,Antonio_Pitocco,NA,antoniopitocco1,NA,NA,NA
H2VI00082,"PLASKETT, STACEY",VI,0,DEMOCRATIC PARTY,House,Incumbent,C,P000610,NA,412659,staceyplaskett,0.44871096808814687,0.385,0.5168633211255517
H2GA13079,"PLOTKY, CALINA",GA,13,REPUBLICAN PARTY,House,Challenger,P,NA,Calina_Plotky,NA,calinaplotky,NA,NA,NA
H2OR06033,"PLOWHEAD, ANGELA",OR,6,REPUBLICAN PARTY,House,Open seat,P,NA,Angela_Plowhead,NA,angelafororegon,0.2991091800770785,NA,NA
H2WI02124,"POCAN, MARK",WI,2,DEMOCRATIC PARTY,House,Incumbent,C,P000607,Mark_Pocan,412585,markpocan,0.6761897644226764,0.534,0.7949688922901921
H2WI02124,"POCAN, MARK",WI,2,DEMOCRATIC PARTY,House,Incumbent,C,P000607,Mark_Pocan,412585,repmarkpocan,0.6761897644226764,0.534,0.7949688922901921
H2NH02229,"POIRIER, DEAN ALLAN MR",NH,2,REPUBLICAN PARTY,House,Challenger,N,NA,Dean_Poirier,NA,deanp4congress,NA,NA,NA
H2MD06278,"POISSONNIER, ROBERT",MD,6,REPUBLICAN PARTY,House,Challenger,N,NA,Robert_Poissonnier,NA,bobpoissonier,NA,NA,NA
H2OR03121,"POLHEMUS, JONATHAN",OR,3,DEMOCRATIC PARTY,House,Challenger,N,NA,Jonathan_Polhemus,NA,NA,NA,NA,NA
H4ME02234,"POLIQUIN, BRUCE",ME,2,REPUBLICAN PARTY,House,Challenger,P,P000611,Bruce_Poliquin,412633,brucepoliquin,0.677620193994692,NA,0.43519122428545254
H2SC06159,"POLLARD, AURIOL SONIA",SC,6,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA
H4IN04206,"POLLCHIK, HOWARD JOSEPH",IN,4,DEMOCRATIC PARTY,House,Challenger,N,NA,Howard_Pollchik,NA,NA,NA,NA,NA
H2FL27071,"POLO, FRANK",FL,27,REPUBLICAN PARTY,House,Challenger,P,NA,Frank_Polo_Sr.,NA,polo4congress,0.7669953393384157,NA,NA
H2TX34147,"POLSKY,ESQ., LARRY MARK MR",TX,34,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2TX32125,"PORRO, JOHN CHARLES MR.",TX,3,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA
H2ID02232,"PORTER, CHRIS",ID,2,REPUBLICAN PARTY,House,Challenger,N,NA,Chris_Porter_(Idaho),NA,NA,NA,NA,NA
H2CA33253,"PORTER, JOHN MARK MR",CA,33,REPUBLICAN PARTY,House,Challenger,N,NA,John_Mark_Porter,NA,NA,NA,NA,NA
H8CA45130,"PORTER, KATHERINE",CA,47,DEMOCRATIC PARTY,House,Incumbent,N,P000618,Katie_Porter,412758,katieporteroc,0.469702294149867,0.204,0.6756278950798006
H8CA45130,"PORTER, KATHERINE",CA,47,DEMOCRATIC PARTY,House,Incumbent,N,P000618,Katie_Porter,412758,repkatieporter,0.469702294149867,0.204,0.6756278950798006
H2FL11182,"PORTER, KEVIN DEAN",FL,11,UNAFFILIATED,House,Challenger,P,NA,Kevin_Porter,NA,NA,NA,NA,NA
H8FL15107,"POSEY, BILL",FL,8,REPUBLICAN PARTY,House,Incumbent,C,P000599,Bill_Posey,412309,poseycampaign,0.5224629739034813,0.526,0.7021067257055811
H8FL15107,"POSEY, BILL",FL,8,REPUBLICAN PARTY,House,Incumbent,C,P000599,Bill_Posey,412309,congbillposey,0.5224629739034813,0.526,0.7021067257055811
H0FL19254,"POST, PATRICK",FL,19,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2AR02111,"POSTON, DAVID P",AR,2,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2CA30309,"POTELL, JASON RANDOLPH",CA,32,DEMOCRATIC PARTY,House,Challenger,C,NA,Jason_Potell,NA,jasonpotell,0.4816396253385991,NA,NA
H2MI10184,"POWELL, RHONDA",MI,10,DEMOCRATIC PARTY,House,Challenger,C,NA,Rhonda_Powell,NA,rhondapowellmi,NA,NA,NA
H0IN01317,"POWERS, WILLIAM F (BILL)",IN,1,WRITE-IN,House,Challenger,N,NA,William_Powers,NA,NA,NA,NA,NA
H2AZ03152,"POZZOLO, LUIS B",AZ,3,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA
H2CA43393,"PRATT, EVETTE",CA,43,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2CA27214,"PREBOLA, CRYSTAL",CA,27,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2KY06175,"PREECE, CHRISTOPHER",KY,6,DEMOCRATIC PARTY,House,Challenger,P,NA,Christopher_Preece,NA,forpreece,NA,NA,NA
H0NJ09200,"PREMPEH, WILLIAM SREBOE",NJ,9,REPUBLICAN PARTY,House,Challenger,P,NA,Billy_Prempeh,NA,billyprempeh,0.7640976659591883,NA,NA
H2NH01304,"PRESCOTT, RUSSELL",NH,1,REPUBLICAN PARTY,House,Challenger,P,NA,Russell_Prescott,NA,NA,NA,NA,NA
H2FL12107,"PRESKITT, SID",FL,12,REPUBLICAN PARTY,House,Challenger,N,NA,Sid_Preskitt,NA,NA,NA,NA,NA
H8MA07032,"PRESSLEY, AYANNA",MA,7,DEMOCRATIC PARTY,House,Incumbent,C,P000617,Ayanna_Pressley,412782,reppressley,0.46347018975251586,0.331,0.9101252203388293
H8MA07032,"PRESSLEY, AYANNA",MA,7,DEMOCRATIC PARTY,House,Incumbent,C,P000617,Ayanna_Pressley,412782,ayannapressley,0.46347018975251586,0.331,0.9101252203388293
H2DE01047,"PRESSLEY, TYLER STEELE",DE,0,INDEPENDENT,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2UT03256,"PRESTON, JASON",UT,3,REPUBLICAN PARTY,House,Challenger,P,NA,Jason_Preston,NA,utjasonpreston,NA,NA,NA
H8MD02100,"PRETOT, JAKE",MD,3,DEMOCRATIC PARTY,House,Challenger,N,NA,Jake_Pretot,NA,jake_pretot,NA,NA,NA
H6NC04037,"PRICE, DAVID",NC,4,DEMOCRATIC PARTY,House,Incumbent,P,P000523,NA,400326,NA,NA,NA,0.551990780517986
H2AL06175,"PRIDMORE, JAY PATRICK",AL,6,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2IN08193,"PRIEST, PETER F.H. II",IN,8,DEMOCRATIC PARTY,House,Challenger,N,NA,Peter_Priest_II,NA,NA,NA,NA,NA
H2NV03179,"PRIJTEN, REINIER",NV,3,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2TX21151,"PRIMM, MARCUS A",TX,21,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H0NY07092,"PRINCE, PAPERBOY",NY,7,DEMOCRATIC PARTY,House,Challenger,N,NA,Paperboy_Prince,NA,NA,NA,NA,NA
H2OR02172,"PRINE, ADAM",OR,2,DEMOCRATIC PARTY,House,Challenger,N,NA,Adam_Prine,NA,prinetime,0.3172669407890388,NA,NA
H2WI03163,"PROVANCE, RUSTIN LEVEM",WI,3,LIBERTARIAN PARTY,House,Open seat,N,NA,NA,NA,NA,NA,NA,NA
H0FL22118,"PRUDEN, JAMES L.",FL,23,REPUBLICAN PARTY,House,Challenger,P,NA,James_Pruden_(Florida),NA,jamespruden13,NA,NA,NA
H0PA05094,"PRUETT, DASHA",PA,1,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA
H2KY03230,"PUCCETTI, GREGORY PETER",KY,3,REPUBLICAN PARTY,House,Open seat,C,NA,Gregory_Puccetti,NA,NA,NA,NA,NA
H4KY03244,"PUCCETTI, GREGORY PETER",KY,3,REPUBLICAN PARTY,House,Open seat,N,NA,Gregory_Puccetti,NA,NA,NA,NA,NA
H0CA28174,"PUDLO, G MAEBE",CA,30,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA
H2LA05266,"PULLEN, HUNTER I MR.",LA,5,REPUBLICAN PARTY,House,Challenger,N,NA,Hunter_Pullen,NA,NA,NA,NA,NA
H6IN07337,"PULLINS, PIERRE QUINCY",IN,7,DEMOCRATIC PARTY,House,Challenger,N,NA,Pierre_Pullins,NA,pierrepullins,NA,NA,NA
H2AK01059,"PURHAM, RANDY",AK,0,REPUBLICAN PARTY,House,Challenger,N,NA,Randy_Purham,NA,rpurham,0.1894003201769089,NA,NA
H0TX12246,"PUTNAM, CHRIS",TX,12,REPUBLICAN PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA
H2NY21149,"PUTORTI, MATTHEW",NY,21,DEMOCRATIC PARTY,House,Challenger,C,NA,Matthew_Putorti,NA,mattputorti,0.452963975489582,NA,NA
H2NY10175,"QIU, HELEN JIANG",NY,10,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2IL12205,"QUALIS, JOSHUA",IL,12,DEMOCRATIC PARTY,House,Challenger,N,NA,Joshua_Qualls,NA,NA,NA,NA,NA
H2CO01215,"QUALTERI, JENNIFER",CO,1,REPUBLICAN PARTY,House,Challenger,N,NA,Jennifer_Qualteri,NA,jqualteri,0.24546288972465163,NA,NA
H2CA25218,"QUARTEY, JOHN QUAYE II",CA,27,DEMOCRATIC PARTY,House,Challenger,P,NA,John_Quaye_Quartey,NA,quayequartey,0.3714546902189463,NA,NA
H2ID27015,"QUESPECT, ERICA REBECA MS",ID,27,INDEPENDENT CONSERVATIVE DEMOCRATIC,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H0IL05096,"QUIGLEY, MIKE",IL,5,DEMOCRATIC PARTY,House,Incumbent,C,Q000023,Mike_Quigley,412331,quigleycampaign,0.6121594970338947,0.322,0.6577289654916025
H0IL05096,"QUIGLEY, MIKE",IL,5,DEMOCRATIC PARTY,House,Incumbent,C,Q000023,Mike_Quigley,412331,repmikequigley,0.6121594970338947,0.322,0.6577289654916025
H6FL14112,"QUINN, CHRISTINE YVONNE",FL,13,REPUBLICAN PARTY,House,Challenger,P,NA,Christine_Quinn,NA,electquinn,0.4845046919064877,NA,NA
H2OK02182,"QUINN, MARTY L",OK,2,REPUBLICAN PARTY,House,Open seat,P,NA,Marty_Quinn_(Oklahoma),NA,NA,NA,NA,NA
H2NJ11152,"QUINN, PATRICK JAMES MR. III",NJ,9,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2TX06186,"QUINTANILLA, CARLOS",TX,33,DEMOCRATIC PARTY,House,Challenger,N,NA,Carlos_Quintanilla_(Texas),NA,NA,NA,NA,NA
H4CA30123,"RAB, AEJAZ (RAJI)",CA,32,DEMOCRATIC PARTY,House,Challenger,P,NA,Raji_Rab,NA,NA,NA,NA,NA
H2MO07200,"RADAKER-SHEAFER, KRISTEN",MO,7,DEMOCRATIC PARTY,House,Open seat,P,NA,Kristen_Radaker-Sheafer,NA,kristenrsheafer,0.3361424942241326,NA,NA
H2OH07233,"RADER, TRISTAN",OH,7,DEMOCRATIC PARTY,House,Open seat,P,NA,Tristan_Rader,NA,twrader,0.4392310105665263,NA,NA
H2CA18148,"RADING, AJWANG",CA,16,DEMOCRATIC PARTY,House,Challenger,P,NA,Ajwang_Rading,NA,ajwangrading,0.32593186752123404,NA,NA
H2CA33212,"RAGGE, CLAIRE",CA,36,REPUBLICAN PARTY,House,Challenger,C,NA,Claire_Ragge,NA,NA,NA,NA,NA
H2NY10217,"RAGUSA, MICAHEL",NY,10,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2NY10225,"RAGUSA, MICHAEL",NY,10,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2MN01348,"RAINWATER, JAMES",MN,1,DEMOCRATIC-FARMER-LABOR,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2NY09144,"RAITPORT, MENACHEM M.",NY,9,CONSERVATIVE PARTY,House,Challenger,N,NA,Menachem_Raitport,NA,NA,NA,NA,NA
H2NY02131,"RAKEBRANDT, MICHAEL",NY,2,REPUBLICAN PARTY,House,Challenger,C,NA,Mike_Rakebrandt,NA,mike4congress2,0.3675822380763963,NA,NA
H2VT00144,"RAM HINSDALE, KESHA",VT,0,DEMOCRATIC PARTY,House,Open seat,C,NA,NA,NA,NA,NA,NA,NA
H2FL10267,"RAMBARANSINGH, MAHENDRANATH TROY",FL,10,REPUBLICAN PARTY,House,Open seat,P,NA,NA,NA,NA,NA,NA,NA
H2FL15092,"RAMCHARRAN, LILAWATIE LILY MRS.",FL,15,DEMOCRATIC PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA
H2CA02258,"RAMIREZ, ARCHIMEDES M.D.",CA,2,REPUBLICAN PARTY,House,Challenger,C,NA,Archimedes_Ramirez,NA,NA,NA,NA,NA
H2FL15258,"RAMIREZ, CESAR",FL,15,DEMOCRATIC PARTY,House,Challenger,P,NA,Cesar_Ramirez,NA,cesarforflorida,NA,NA,NA
H2IL03162,"RAMIREZ, DELIA",IL,3,DEMOCRATIC PARTY,House,Incumbent,C,R000617,Delia_Ramirez,456900,delia4congress,NA,0.389,0.45221312966092564
H2TX15138,"RAMIREZ, RUBEN",TX,15,DEMOCRATIC PARTY,House,Challenger,C,NA,Ruben_Ramirez,NA,NA,NA,NA,NA
H0VA07109,"RAMIREZ, TINA MARIE MRS.",VA,7,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA
H2NY11124,"RAMOS DEBARROS, BRITTANY",NY,11,DEMOCRATIC PARTY,House,Challenger,P,NA,NA,NA,NA,NA,NA,NA
H2IL02198,"RAMOS, ASHLEY",IL,2,REPUBLICAN PARTY,House,Challenger,N,NA,Ashley_Ramos,NA,NA,NA,NA,NA
H0AZ05185,"RAMOS, JAVIER GARCIA MR.",AZ,5,DEMOCRATIC PARTY,House,Challenger,C,NA,Javier_Garcia_Ramos,NA,ramosaz5,0.5179507668721013,NA,NA
H2CA01243,"RAMOS, JONATHON ANGEL",CA,1,FEDERALIST,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2IL11223,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2IL11249,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2IL11256,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2IL11231,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2IL11215,"RAMOS, JUAN",IL,11,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2TX38023,"RAMSEY, MARK",TX,38,REPUBLICAN PARTY,House,Open seat,C,NA,Mark_Ramsey,NA,ramseyfortxcd38,NA,NA,NA
H0MT00074,"RANKIN, SAM",MT,2,LIBERTARIAN PARTY,House,Challenger,C,NA,Sam_Rankin,NA,NA,NA,NA,NA
H2CA33188,"RAPHAEL, PATRICK JEAN",CA,33,REPUBLICAN PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2NY20125,"RAR, ROSTISLAV",NY,20,DEMOCRATIC PARTY,House,Challenger,P,NA,Rostislav_Rar,NA,rarrostislav,NA,NA,NA
H2CA48129,"RASCON, MATTHEW G.",CA,48,DEMOCRATIC PARTY,House,Challenger,N,NA,Matthew_Rascon,NA,matthewrascon1,NA,NA,NA
H2OR01257,"RASCON, NICHOLAS",OR,1,OTHER,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H6MD08457,"RASKIN, JAMIE",MD,8,DEMOCRATIC PARTY,House,Incumbent,C,R000606,Jamie_Raskin,412708,jamie_raskin,0.49185306516510735,0.535,0.8569785327087707
H6MD08457,"RASKIN, JAMIE",MD,8,DEMOCRATIC PARTY,House,Incumbent,C,R000606,Jamie_Raskin,412708,repraskin,0.49185306516510735,0.535,0.8569785327087707
H2NY03154,"RASOOL, REEMA",NY,3,DEMOCRATIC PARTY,House,Open seat,P,NA,Reema_Rasool,NA,reemarasool,NA,NA,NA
H2PA15123,"RATHMELL, GEORGE",PA,15,REPUBLICAN PARTY,House,Challenger,C,NA,NA,NA,NA,NA,NA,NA
H2CA40084,"RATHS, GREG",CA,40,REPUBLICAN PARTY,House,Challenger,C,NA,Greg_Raths,NA,gregraths,NA,NA,NA
H2CA17124,"RAVUL, RAO",CA,17,DEMOCRATIC PARTY,House,Challenger,N,NA,NA,NA,NA,NA,NA,NA
H2WA03175,"RAY, DAVY",WA,3,DEMOCRATIC PARTY,House,Challenger,N,NA,Davy_Ray,NA,davyforcongress,NA,NA,NA
H2KY03214,"RAY, STUART N.",KY,3,REPUBLICAN PARTY,House,Open seat,P,NA,Stuart_Ray,NA,NA,NA,NA,NA
H2FL15134,"RAYBON, JENNIFER SUSAN",FL,18,REPUBLICAN PARTY,House,Challenger,P,NA,Jennifer_Raybon,NA,NA,NA,NA,NA
H2NY24184,"RAYBURN, FLOYD MR.",NY,24,REPUBLICAN PARTY,House,Open seat,P,NA,NA,NA,NA,NA,NA,NA
